昵称,产品ID,产品名,产品售价,产品分类,评价,评价类型
记***4,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：看起来很清新简约，用了好几天了，还是很耐看的，经典款就是经典款哈操作方式：用起来非常简单，不会有太多复杂的模式，特别容易上手清洁效果：我之前用的是一款国产的，有对比才有伤害，确实飞利浦大品牌在持续的效果方面更加给力一些使用续航：续航应该还不错，因为才用几天，还不需要去充电，反正充一次电能用很久很久,好评
****r,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,全家都用的飞利浦电动牙刷，趁着有优惠券又给孩子入手一款囤着，不得不说这个粉色的牙刷，女孩子冲着颜值也是爱了，两档选择：清洁和轻柔，非常人性化的设计，五星好评，强力推荐。,好评
阿***梦,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外形很趁手，外观很漂亮。清洁效果：清洁效果很不错，刷完牙齿感觉牙齿涩涩的，第一次使用感觉振的感觉很奇怪哈哈。操作方式：自动计时2分钟，30秒自动停止提醒换位，很聪明智能。使用续航：买来用了两次提醒电量不足，充满了电，用了1星期了，还没有提示电量不足，看来出差旅游的话满电带着它就足够了。选来选去看评论最终选择了机皇款确实不错。选择了京东自营质量和售后服务更有保障，送货也非常快好评。,好评
阴***5,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外观颜值：颜值很高，颜值很高外观颜值：颜值很高 品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢超出预期，质量很好，做工精细，满意,好评
****V,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,刚到手，用了一次，没想震成这样。牙膏直接甩出去呼我脸上了。不过好东西。洗的很干净。续航还未知。,好评
王***4,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,给家里买的第四个电动牙刷，一直是这一款，好用而且耐用清洁效果：清洁效果非常好，基本上不会堆积牙结石使用续航：每天刷两次，可以使用二十天左右，当然了，新机器会更久操作方式：使用简单，方便，一键切换三种清洁模式外形外观：外形很清新靓丽,好评
m***6,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,这个电动牙刷外形非常好看，颜色很正，女儿非常喜欢，牙刷头设计合理，适合小孩子使用。送的这个牙刷盒很漂亮，也非常实用，方便收纳和携带！,好评
****W,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,牙刷真萌，档位轻柔，宝宝使用非常适合！清洁效果也好。,好评
猪***官,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：经典款，用习惯了，简约大方操作方式：操作也很简单，不复杂清洁效果：肯定比普通牙刷好很多使用续航：续航挺久的，一个月最多冲两次电,好评
我***爹,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外形设计大气上档次，手感舒适自然操作方式：操作简单，轻触按键自动控制清洁力度清洁效果：清洁力度舒适，震动力度适中，刷的牙齿很干净使用续航：超强续航，一个月不充电仍然有电，物流也很快,好评
动***9,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,以前用过飞利浦的剃须刀，那是一个经久耐用呀。这次经同事推荐买了飞利浦的电动牙刷。已用了半个月，依然好用。刷牙时，振动频率刚好，感觉很棒，刷完后，肉眼可见，牙内外都十分干净。,好评
向***8,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,飞利浦的电动牙刷，我用了很多年了，质量很不错的～之前用的那一款是机皇款，用了四五年吧，后来不能充电了，最近买了这一款升级款，刷毛更柔软一些，好评！,好评
d***娘,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：第一款电动牙刷不错飞利浦大品牌就是比别的牌子好用功率OK！操作方式：其实我只会用它一种模式其他两种没研究清洁效果：我觉得情节的很干净。很好用。牙科医生推荐的。使用续航：这个方面超级给力！充电几小时使用半个多月！真的是太给力了！这个续航！好评满意！京东对有会员的还可以不错性价比高！好评！,好评
j***q,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：简洁清爽大方操作方式：简单容易清洁效果：待验证，再追评使用续航：正在充电，待验证发货很快，虽有疫情影响，快递小哥态度很好。拿到包装感觉高大上，不愧为国际品牌。打开包装盒，电动牙刷和一只刷头，以及充电器等附件，还有说明书一应俱全，排列整齐，只是看了出厂日期已是2019年5月，又没有发票，质保期从何时算起？,好评
****L,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,颜色很漂亮，女儿非常喜欢。牙刷头做工很好。刷牙真的很舒服。,好评
港***子,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：很简单大方，色调很喜欢操作方式：非常简单，只需按 按钮就可以了清洁效果：刷了快一个星期了，大牙边边的缝里牙渍少了，之前用那种牙刷刷不下来，也没太注意。用电动牙刷刷一段时间把它去掉。使用续航：续航应该挺长时间的，我这个用了一个星期了，没有充电，看评论应该一两个月。这次618期间买的，很优惠，喜欢,好评
****k,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,最近牙齿比较敏感，老是牙龈出血不舒服，刷牙有很酸痛的感觉。后来看到电动牙刷对牙齿保护好而且刷的干净，我就打算入手一支。我看了很多种类的牙刷，感觉这款性价比非常高，因为它有三种模式，清洁，敏感，还有亮白。我主要是看中了敏感这个模式，很适合我的牙齿。而且它还有自动计时2分钟功能，会在30s有个停顿来提示换地方，我觉得很智能。买回来体验后我更是觉得自己买对了，牙齿酸痛的地方用这款牙刷调到敏感模式刷没有酸痛感。而且把我平时刷不到的一些地方刷的很细致。充电量也足，能用很长时间。刷牙不再是让我觉得痛苦的事情，而是一种享受。牙刷的外观也很简洁，看起来高大上，而且刷头容易清洗容易换，我很满意！,好评
****9,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,有点漏光，其他的棒棒哒,中评
S***i,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：一体式的设计美观大方，流线型也符合人体，非常人性化！操作方式：标准，敏感，亮白三种刷牙模式可以有效满足各类人群的洁牙需求，还有2分钟的提醒，真的很贴心清洁效果：因为之前已经用飞利浦很多年，所以清洁效果这一点毋庸置疑，否则怎么会回购呢使用续航：充满电一次，至少够用一个月哦！,好评
木***呆,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,娃自己选了很久才看中这款图案，很喜欢。操作简单方便，一个摁键，两种模式。清洁很轻柔，孩子喜欢刷牙，可以刷得久点。续航还行，早晚刷牙，一个星期够了。,好评
歇***6,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,送给老公的生日礼物 挺不错的 之前买的坏掉了 换这个感觉更好了 还送了刷头 够用一阵了 颜色也很好看 显高级 准备过一阵再入手一个,好评
灰***g,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：很漂亮，握感很棒清洁效果：使用二天清洁效果很好，长期使用应该能美白牙齿操作方式：操作方便，模式一目了然，而且还有时间提示，很方便使用续航：续航情况刚用两天，应该符合官方宣称的续航能力,好评
a***3,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,孩子修完牙，买了这款儿童电动牙刷，保护好牙齿从小做起，孩子五岁，很喜欢这款外观，刚开始有点牙痒痒，刷了几次就适应了。刷头柔软，声音小，很适合孩子用，总体挺满意的。,好评
l***j,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外观可爱漂亮，简洁大方，粉蓝色搭配，更显高级感。两个刷头，刷头背面是硅胶材质，使用舒适。易于操控，清洁能力强，续航时间长，耐用性强，声音很轻柔，非常好用。两个档位可选，清洁效果更佳,好评
越***S,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：手感很好！微微橡胶感觉防滑操作方式：三个模式，很方便，第三档位振幅很大刷很干净清洁效果：很干净，舒服使用续航：以前充一次电可以用1个月至少,好评
G***a,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：很喜欢这样的外观，看着很舒服操作方式：方便，直接按就好了，没电就充使用续航：收到的时候是电量就很多清洁效果：挺好的，给力,好评
****r,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,好漂亮的牙刷， 颜值可以，用完了感觉声音挺小的。操作简单，震动效果也不错，充一次电可以用好久了，还送了充电的卡托，很人性的设计,好评
严***子,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,"飞利浦HX6730就挺不错的，动力强劲,美观大方,易于操控。外形外观：白色，有点小清新，适合所有人！手感有防滑设计，不易滑落！。操作方式：这款牙刷有三种模式，分别是清洁，敏感，洁净，操作很简单，还有不同的功能，说明书写的很详细！。清洁效果：清洁效果很棒，可以根据个人口腔环境选择不同的档位就可以了。。使用续航：买回来就是有电的，续航能力没问题，充电也很简单，不会发生触电事故！飞利浦大牌子值得信赖",好评
